component_id,date,component_name,type,language,category,license,author,ecosystem,downloads,stars,forks,contributors,open_issues,closed_issues,pull_requests,merged_prs,dependents,usage_growth,market_share,commits,releases,versions,has_new_release,quality_score,documentation_score,community_score,maturity_score,language_trend,category_trend,ecosystem_health,seasonality,hype_factor,future_downloads_3m,future_downloads_6m,future_downloads_12m,growth_rate_3m,growth_rate_6m,will_grow,downloads_ma3,downloads_ma6,growth_acceleration,momentum_score,relative_popularity
46,2023-03-01,light-code-analysis-lib,Driver,Kotlin,Code Analysis,MIT,University Research,Maven Central,50,761,86,17,15,53,12,10,4244,0.122,0.017,48,0,3,0,1.043,0.705,1.000,0.700,1.036,1.011,0.962,1.100,1.000,53,61,50,0.049,0.205,1,45,47,0.216,0.209,0.005
46,2023-04-01,light-code-analysis-lib,Driver,Kotlin,Code Analysis,MIT,University Research,Maven Central,53,754,159,17,26,92,12,10,4239,0.005,0.017,53,0,3,0,1.003,0.697,1.000,0.700,1.048,0.989,0.933,1.073,1.000,68,55,53,0.302,0.054,1,49,46,0.570,0.075,0.005
46,2023-05-01,light-code-analysis-lib,Driver,Kotlin,Code Analysis,MIT,University Research,Maven Central,57,746,170,17,13,64,17,15,4235,0.033,0.044,70,0,3,0,1.001,0.690,1.000,0.700,1.060,0.985,1.046,1.000,1.000,66,52,57,0.158,-0.093,0,53,48,0.298,0.153,0.006
46,2023-06-01,light-code-analysis-lib,Driver,Kotlin,Code Analysis,MIT,University Research,Maven Central,53,739,172,17,7,55,11,8,4231,0.010,0.035,38,0,3,0,0.994,0.685,1.000,0.700,1.072,0.982,0.984,0.900,1.000,61,43,53,0.149,-0.181,0,54,50,-0.102,-0.130,0.005
46,2023-07-01,light-code-analysis-lib,Driver,Kotlin,Code Analysis,MIT,University Research,Maven Central,68,731,165,19,25,117,9,7,4239,0.295,0.048,38,1,4,1,0.996,0.682,1.000,0.700,1.084,0.987,0.989,0.800,1.000,55,68,68,-0.191,0.000,0,60,54,-0.010,0.544,0.007
46,2023-08-01,light-code-analysis-lib,Driver,Kotlin,Code Analysis,MIT,University Research,Maven Central,66,749,95,19,8,50,9,6,4245,-0.033,0.015,42,0,4,0,0.958,0.681,1.000,0.700,1.096,0.981,1.001,0.727,1.000,52,66,66,-0.217,0.000,0,63,58,-0.115,-0.061,0.007
46,2023-09-01,light-code-analysis-lib,Driver,Kotlin,Code Analysis,MIT,University Research,Maven Central,61,741,169,19,16,71,11,9,4247,-0.082,0.041,49,0,4,0,0.918,0.683,1.000,0.700,1.108,0.999,1.047,0.700,1.000,43,61,61,-0.287,0.000,0,65,60,0.101,-0.147,0.006
46,2023-10-01,light-code-analysis-lib,Driver,Kotlin,Code Analysis,MIT,University Research,Maven Central,55,734,93,19,18,82,8,6,4251,0.033,0.018,37,0,4,0,0.940,0.686,1.000,0.700,1.120,0.988,1.098,0.727,1.000,55,55,55,0.000,0.000,0,61,60,-0.492,-0.154,0.006
46,2023-11-01,light-code-analysis-lib,Driver,Kotlin,Code Analysis,MIT,University Research,Maven Central,52,727,108,19,11,44,16,11,4247,-0.174,0.038,76,0,4,0,0.937,0.692,1.000,0.700,1.132,1.018,1.050,0.800,1.000,52,52,52,0.000,0.000,0,56,59,-0.375,-0.111,0.005
46,2023-12-01,light-code-analysis-lib,Driver,Kotlin,Code Analysis,MIT,University Research,Maven Central,43,719,130,19,19,61,8,5,4236,-0.165,0.041,39,0,4,0,0.896,0.699,1.000,0.700,1.144,1.000,1.023,0.900,1.000,43,43,43,0.000,0.000,0,50,58,-0.436,-0.271,0.004
47,2022-01-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,593,2367,332,16,24,101,2,1,1127,0.000,0.049,13,0,1,0,0.945,0.337,1.000,0.600,1.020,1.015,0.840,1.000,1.000,734,1049,777,0.238,0.769,1,0,0,0.000,0.000,0.056
47,2022-02-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,641,2859,303,16,34,102,3,2,1127,0.047,0.058,17,0,1,0,0.949,0.341,1.000,0.600,1.040,1.030,0.898,1.073,1.000,1016,945,789,0.584,0.475,1,0,0,0.000,0.227,0.060
47,2022-03-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,614,2830,305,16,32,126,8,5,1127,-0.011,0.021,42,0,1,0,0.972,0.345,1.000,0.600,1.060,1.045,0.994,1.100,1.000,895,765,1159,0.457,0.247,1,616,0,0.000,-0.118,0.058
47,2022-04-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,734,2929,352,16,39,118,5,3,1129,0.196,0.055,20,0,1,0,0.970,0.348,1.000,0.600,1.080,1.060,0.983,1.073,1.000,1049,764,1024,0.429,0.040,0,663,0,0.000,0.562,0.068
47,2022-05-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,1016,2900,319,15,38,116,7,5,1134,0.172,0.049,21,0,1,0,0.979,0.351,1.000,0.600,1.100,1.075,0.998,1.000,1.000,945,796,1003,-0.069,-0.217,0,788,0,0.000,1.152,0.092
47,2022-06-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,895,3396,403,17,47,150,5,4,1139,0.040,0.047,26,0,1,0,0.983,0.353,1.000,0.600,1.120,1.090,1.018,0.900,1.000,765,715,1048,-0.145,-0.201,0,881,749,0.000,-0.351,0.082
47,2022-07-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,1049,3362,349,17,52,164,5,3,1147,0.140,0.022,13,0,1,0,1.014,0.354,1.000,0.600,1.140,1.105,1.021,0.800,1.000,764,777,1198,-0.272,-0.260,0,987,825,0.191,0.522,0.095
47,2022-08-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,945,3329,341,17,51,176,6,4,1153,-0.073,0.024,28,0,1,0,0.989,0.354,1.000,0.600,1.160,1.120,1.081,0.727,1.000,796,789,1461,-0.159,-0.165,0,963,876,-0.653,-0.294,0.086
47,2022-09-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,765,3296,419,17,38,150,6,5,1156,-0.191,0.021,14,0,1,0,1.011,0.352,1.000,0.600,1.180,1.135,1.043,0.700,1.000,715,1159,1299,-0.066,0.514,1,920,901,-0.602,-0.550,0.071
47,2022-10-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,764,3263,392,17,38,120,8,6,1159,-0.002,0.045,28,3,4,1,1.022,0.350,1.000,0.600,1.200,1.150,1.084,0.727,1.000,777,1024,1386,0.017,0.341,1,825,906,-0.701,-0.006,0.071
47,2022-11-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,796,3230,327,19,46,156,5,3,1162,0.042,0.012,23,0,4,0,1.025,0.347,1.000,0.600,1.220,1.165,1.025,0.800,1.000,789,1003,865,-0.008,0.261,1,775,869,-0.090,0.121,0.074
47,2022-12-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,715,3198,340,19,40,130,6,5,1164,-0.102,0.018,10,0,4,0,0.998,0.343,1.000,0.600,1.240,1.180,1.043,0.900,1.000,1159,1048,943,0.622,0.467,1,758,839,0.078,-0.291,0.067
47,2023-01-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,777,3447,382,19,48,176,7,5,1167,0.087,0.017,16,0,4,0,0.983,0.339,1.000,0.600,1.260,1.015,0.901,1.000,1.000,1024,1198,777,0.319,0.543,1,762,794,0.289,0.252,0.072
47,2023-02-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,789,3412,409,19,50,185,5,4,1170,0.016,0.014,16,0,4,0,1.004,0.335,1.000,0.600,1.280,1.030,0.873,1.073,1.000,1003,1461,789,0.271,0.851,1,760,768,0.151,0.047,0.073
47,2023-03-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,1159,3378,362,19,41,131,6,4,1174,0.021,0.049,20,0,4,0,0.984,0.331,1.000,0.600,1.300,1.045,0.962,1.100,1.000,1048,1299,1159,-0.096,0.121,1,908,833,0.688,1.434,0.104
47,2023-04-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,1024,3344,399,19,49,182,8,6,1182,0.271,0.041,23,0,4,0,0.983,0.327,1.000,0.600,1.320,1.060,0.933,1.073,1.000,1198,1386,1024,0.170,0.353,1,991,877,0.302,-0.349,0.093
47,2023-05-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,1003,3311,369,19,40,152,8,5,1190,-0.021,0.055,36,0,4,0,0.980,0.324,1.000,0.600,1.340,1.075,1.046,1.000,1.000,1461,865,1003,0.457,-0.137,0,1062,911,0.278,-0.063,0.091
47,2023-06-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,1048,3278,395,19,46,179,5,3,1199,0.045,0.011,24,0,4,0,0.940,0.322,1.000,0.600,1.360,1.090,0.984,0.900,1.000,1299,943,1048,0.239,-0.100,0,1025,967,-0.717,0.136,0.095
47,2023-07-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,1198,3245,393,18,44,179,10,7,1211,0.143,0.012,49,0,4,0,0.935,0.320,1.000,0.600,1.380,1.105,0.989,0.800,1.000,1386,1198,1198,0.157,0.000,0,1083,1037,-0.149,0.442,0.107
47,2023-08-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,1461,3236,345,18,45,140,8,6,1225,0.069,0.015,23,2,6,1,0.912,0.320,1.000,0.600,1.400,1.120,1.001,0.727,1.000,865,1461,1461,-0.408,0.000,0,1236,1149,0.186,0.695,0.128
47,2023-09-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,1299,3203,415,18,41,163,9,7,1235,-0.141,0.020,28,0,6,0,0.929,0.321,1.000,0.600,1.420,1.135,1.047,0.700,1.000,943,1299,1299,-0.274,0.000,0,1320,1172,0.335,-0.346,0.115
47,2023-10-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,1386,3429,384,21,35,130,6,5,1244,-0.047,0.033,30,0,6,0,0.873,0.322,1.000,0.600,1.440,1.150,1.098,0.727,1.000,1386,1386,1386,0.000,0.000,0,1382,1233,-0.013,0.212,0.122
47,2023-11-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,865,3395,386,21,46,163,17,14,1249,-0.175,0.017,85,3,9,1,0.864,0.325,1.000,0.600,1.460,1.165,1.050,0.800,1.000,865,865,865,0.000,0.000,0,1183,1210,-0.865,-1.104,0.080
47,2023-12-01,fast-starter-1047,Starter,Rust,Security,Unlicense,Facebook,Crates.io,943,3361,397,21,45,159,8,6,1256,0.090,0.047,20,0,9,0,0.884,0.328,1.000,0.600,1.480,1.180,1.023,0.900,1.000,943,943,943,0.000,0.000,0,1065,1192,-0.513,0.268,0.086
48,2022-01-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,77,3819,399,9,47,171,20,14,905,0.000,0.031,103,0,1,0,0.712,0.330,1.000,0.550,1.023,0.993,0.840,1.000,1.000,107,130,75,0.391,0.694,1,0,0,0.000,0.000,0.008
48,2022-02-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,78,3780,426,9,51,164,22,15,905,0.019,0.056,100,0,1,0,0.753,0.334,1.000,0.550,0.993,1.000,0.898,1.073,1.000,123,104,80,0.571,0.336,1,0,0,0.000,0.037,0.008
48,2022-03-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,91,5152,592,9,58,197,28,23,906,0.103,0.028,125,4,5,1,0.741,0.337,1.000,0.550,0.966,0.999,0.994,1.100,1.000,135,124,80,0.483,0.366,1,82,0,0.000,0.323,0.009
48,2022-04-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,107,5100,567,9,52,170,22,19,909,0.195,0.028,100,2,7,1,0.766,0.341,1.000,0.550,0.994,0.986,0.983,1.073,1.000,130,106,107,0.218,-0.007,0,92,0,0.000,0.349,0.011
48,2022-05-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,123,5049,526,9,60,222,20,16,914,0.191,0.022,100,0,7,0,0.747,0.343,1.000,0.550,1.032,1.002,0.998,1.000,1.000,104,95,113,-0.150,-0.229,0,107,0,0.000,0.316,0.012
48,2022-06-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,135,4999,522,9,62,213,22,16,920,0.100,0.036,95,0,7,0,0.777,0.345,1.000,0.550,1.035,1.002,1.018,0.900,1.000,124,83,114,-0.079,-0.387,0,122,102,0.000,0.213,0.013
48,2022-07-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,130,4949,540,9,58,209,27,23,926,-0.038,0.058,139,0,7,0,0.781,0.346,1.000,0.550,0.952,1.012,1.021,0.800,1.000,106,75,98,-0.185,-0.426,0,129,111,-0.173,-0.080,0.013
48,2022-08-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,104,4899,561,9,62,231,18,13,932,-0.023,0.017,89,0,7,0,0.774,0.346,1.000,0.550,1.037,1.010,1.081,0.727,1.000,95,80,115,-0.094,-0.231,0,123,115,-0.720,-0.397,0.010
48,2022-09-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,124,4850,545,9,61,231,20,15,937,-0.021,0.026,94,0,7,0,0.768,0.345,1.000,0.550,0.992,0.980,1.043,0.700,1.000,83,80,75,-0.334,-0.357,0,120,121,-0.563,0.400,0.012
48,2022-10-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,106,4802,544,12,50,170,23,19,940,-0.148,0.055,101,3,10,1,0.808,0.342,1.000,0.550,1.000,1.008,1.084,0.727,1.000,75,107,100,-0.295,0.008,0,112,120,-0.403,-0.301,0.010
48,2022-11-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,95,4754,534,12,49,168,17,12,942,-0.106,0.041,89,1,11,1,0.778,0.339,1.000,0.550,1.021,0.982,1.025,0.800,1.000,80,113,92,-0.151,0.190,1,108,116,0.056,-0.211,0.009
48,2022-12-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,83,4713,491,12,66,215,23,16,942,-0.125,0.028,103,0,11,0,0.777,0.336,1.000,0.550,1.039,0.992,1.043,0.900,1.000,80,114,79,-0.034,0.375,1,94,107,-0.255,-0.241,0.008
48,2023-01-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,75,4665,518,12,53,204,31,24,942,-0.035,0.025,153,0,11,0,0.781,0.332,1.000,0.550,1.020,1.017,0.901,1.000,1.000,107,98,75,0.430,0.311,1,84,98,-0.110,-0.185,0.007
48,2023-02-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,80,5105,536,12,62,197,20,17,942,0.006,0.049,96,0,11,0,0.751,0.328,1.000,0.550,0.969,0.980,0.873,1.073,1.000,113,115,80,0.402,0.431,1,79,94,-0.057,0.146,0.008
48,2023-03-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,80,5054,537,12,69,217,23,20,942,-0.005,0.058,102,0,11,0,0.760,0.324,1.000,0.550,0.986,0.996,0.962,1.100,1.000,114,75,80,0.424,-0.064,0,78,86,0.300,-0.009,0.008
48,2023-04-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,107,5004,539,12,68,234,24,18,945,0.335,0.019,101,3,14,1,0.739,0.320,1.000,0.550,0.958,0.988,0.933,1.073,1.000,98,100,107,-0.083,-0.068,0,89,87,0.725,0.682,0.011
48,2023-05-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,113,4954,516,12,57,176,19,14,949,0.055,0.019,91,0,14,0,0.769,0.317,1.000,0.550,0.998,1.013,1.046,1.000,1.000,115,92,113,0.020,-0.186,0,100,90,0.553,0.114,0.011
48,2023-06-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,114,4904,569,12,65,216,21,16,954,0.086,0.050,95,0,14,0,0.721,0.315,1.000,0.550,1.047,1.004,0.984,0.900,1.000,75,79,114,-0.343,-0.306,0,111,95,0.458,0.022,0.011
48,2023-07-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,98,4855,498,12,55,212,19,14,956,0.022,0.012,97,0,14,0,0.726,0.313,1.000,0.550,0.977,1.013,0.989,0.800,1.000,100,98,98,0.017,0.000,0,108,99,-0.513,-0.280,0.010
48,2023-08-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,115,4995,503,12,50,156,23,16,960,-0.080,0.025,106,0,14,0,0.714,0.313,1.000,0.550,1.011,0.999,1.001,0.727,1.000,92,115,115,-0.202,0.000,0,109,104,-0.382,0.360,0.011
48,2023-09-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,75,4995,570,11,67,205,32,24,963,-0.120,0.047,140,0,14,0,0.689,0.314,1.000,0.550,0.999,1.010,1.047,0.700,1.000,79,75,75,0.056,0.000,0,96,104,-0.767,-0.656,0.007
48,2023-10-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,100,4945,532,11,60,188,19,14,965,-0.016,0.049,99,3,17,1,0.694,0.315,1.000,0.550,1.001,0.987,1.098,0.727,1.000,100,100,100,0.000,0.000,0,96,102,0.100,0.661,0.010
48,2023-11-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,92,4895,520,11,49,164,23,19,966,-0.079,0.058,103,0,17,0,0.701,0.318,1.000,0.550,0.972,1.014,1.050,0.800,1.000,92,92,92,0.000,0.000,0,89,99,-0.223,-0.155,0.009
48,2023-12-01,mini-tool-1048-client,Tool,Ruby,Utilities,ISC,Individual Contributors,RubyGems,79,5168,528,11,56,200,19,13,966,-0.090,0.026,93,2,19,1,0.677,0.321,1.000,0.550,1.048,0.981,1.023,0.900,1.000,79,79,79,0.000,0.000,0,90,93,0.399,-0.263,0.008
49,2022-01-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,753,3867,471,44,48,162,12,8,251,0.000,0.059,51,0,1,0,0.829,0.615,1.000,0.600,1.012,0.999,0.840,1.000,1.000,953,1086,608,0.266,0.443,1,0,0,0.000,0.000,0.070
49,2022-02-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,724,3828,465,44,55,206,12,9,250,-0.038,0.020,55,0,1,0,0.868,0.623,1.000,0.600,1.024,0.985,0.898,1.073,1.000,1095,1058,617,0.513,0.461,1,0,0,0.000,-0.108,0.068
49,2022-03-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,763,3918,481,44,41,154,13,9,250,0.054,0.033,69,0,1,0,0.874,0.630,1.000,0.600,1.036,0.997,0.994,1.100,1.000,1073,698,833,0.405,-0.086,0,747,0,0.000,0.156,0.071
49,2022-04-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,953,3879,406,44,46,154,13,9,250,0.248,0.043,62,0,1,0,0.883,0.636,1.000,0.600,1.048,0.996,0.983,1.073,1.000,1086,755,952,0.140,-0.208,0,813,0,0.000,0.739,0.087
49,2022-05-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,1095,4706,516,44,50,154,12,10,251,0.150,0.058,62,0,1,0,0.873,0.641,1.000,0.600,1.060,1.007,0.998,1.000,1.000,1058,699,1198,-0.034,-0.362,0,937,0,0.000,0.455,0.099
49,2022-06-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,1073,4659,503,44,56,196,16,14,252,-0.021,0.042,67,0,1,0,0.903,0.645,1.000,0.600,1.072,0.989,1.018,0.900,1.000,698,644,1182,-0.349,-0.399,0,1040,893,0.000,-0.063,0.097
49,2022-07-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,1086,4613,537,44,50,193,18,15,253,0.012,0.026,78,0,1,0,0.903,0.646,1.000,0.600,1.084,1.001,1.021,0.800,1.000,755,608,1171,-0.305,-0.440,0,1085,949,-0.126,0.037,0.098
49,2022-08-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,1058,4567,470,44,52,192,15,11,254,-0.026,0.013,71,3,4,1,0.893,0.646,1.000,0.600,1.096,0.983,1.081,0.727,1.000,699,617,1147,-0.339,-0.417,0,1072,1005,-0.547,-0.077,0.096
49,2022-09-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,698,4745,499,44,58,200,13,10,254,-0.174,0.050,65,0,4,0,0.897,0.643,1.000,0.600,1.108,0.987,1.043,0.700,1.000,644,833,1005,-0.077,0.193,1,947,994,-0.754,-0.968,0.065
49,2022-10-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,755,4698,482,44,62,225,13,10,254,-0.136,0.034,58,0,4,0,0.912,0.639,1.000,0.600,1.120,0.997,1.084,0.727,1.000,608,952,801,-0.195,0.262,1,837,961,-0.445,0.234,0.070
49,2022-11-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,699,4651,525,44,63,229,12,8,253,-0.073,0.045,58,0,4,0,0.898,0.634,1.000,0.600,1.132,0.998,1.025,0.800,1.000,617,1198,690,-0.117,0.714,1,717,895,-0.305,-0.209,0.065
49,2022-12-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,644,4604,463,44,53,198,12,10,252,-0.079,0.014,48,0,4,0,0.917,0.627,1.000,0.600,1.144,1.012,1.043,0.900,1.000,833,1182,712,0.293,0.834,1,699,823,0.273,-0.221,0.061
49,2023-01-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,608,4746,518,44,59,199,14,10,251,0.040,0.022,55,0,4,0,0.927,0.620,1.000,0.600,1.012,0.995,0.901,1.000,1.000,952,1171,608,0.567,0.926,1,650,744,0.110,-0.158,0.057
49,2023-02-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,617,4699,510,44,59,178,11,9,248,-0.047,0.039,52,0,4,0,0.899,0.612,1.000,0.600,1.024,1.007,0.873,1.073,1.000,1198,1147,617,0.942,0.858,1,623,670,0.222,0.043,0.058
49,2023-03-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,833,4652,530,44,52,161,15,11,247,0.174,0.035,68,0,4,0,0.916,0.605,1.000,0.600,1.036,1.013,0.962,1.100,1.000,1182,1005,833,0.419,0.207,1,686,693,0.369,1.021,0.077
49,2023-04-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,952,4605,544,44,52,169,13,9,247,0.270,0.039,48,3,7,1,0.901,0.598,1.000,0.600,1.048,0.997,0.933,1.073,1.000,1171,801,952,0.230,-0.159,0,801,726,0.761,0.427,0.087
49,2023-05-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,1198,4559,503,44,54,199,8,6,248,0.259,0.055,42,0,7,0,0.867,0.592,1.000,0.600,1.060,1.007,1.046,1.000,1.000,1147,690,1198,-0.043,-0.425,0,995,809,1.059,0.796,0.107
49,2023-06-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,1182,4514,509,44,50,157,11,7,249,-0.014,0.046,55,3,10,1,0.862,0.588,1.000,0.600,1.072,0.986,0.984,0.900,1.000,1005,712,1182,-0.149,-0.397,0,1111,898,0.126,-0.043,0.106
49,2023-07-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,1171,4469,522,44,46,145,13,11,249,-0.009,0.033,52,0,10,0,0.841,0.585,1.000,0.600,1.084,1.004,0.989,0.800,1.000,801,1171,1171,-0.316,0.000,0,1184,992,-0.337,-0.028,0.105
49,2023-08-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,1147,4424,530,44,51,199,12,8,250,-0.020,0.029,49,0,10,0,0.821,0.585,1.000,0.600,1.096,1.009,1.001,0.727,1.000,690,1147,1147,-0.399,0.000,0,1166,1080,-0.985,-0.062,0.103
49,2023-09-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,1005,4380,451,44,46,165,16,11,250,-0.124,0.046,61,0,10,0,0.805,0.586,1.000,0.600,1.108,0.982,1.047,0.700,1.000,712,1005,1005,-0.291,0.000,0,1108,1109,-0.568,-0.371,0.091
49,2023-10-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,801,4336,481,46,44,177,17,12,250,-0.203,0.016,73,3,13,1,0.796,0.589,1.000,0.600,1.120,1.016,1.098,0.727,1.000,801,801,801,0.000,0.000,0,984,1084,-0.546,-0.590,0.074
49,2023-11-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,690,4307,431,46,44,167,23,20,249,-0.139,0.048,96,1,14,1,0.777,0.594,1.000,0.600,1.132,0.991,1.050,0.800,1.000,690,690,690,0.000,0.000,0,832,999,-0.356,-0.394,0.065
49,2023-12-01,easy-plugin-1049-api,Plugin,Kotlin,Messaging,BSD-3-Clause,Facebook,Maven Central,712,4264,520,45,53,208,15,11,248,0.033,0.058,70,0,14,0,0.786,0.600,1.000,0.600,1.144,0.986,1.023,0.900,1.000,712,712,712,0.000,0.000,0,734,921,-0.142,0.094,0.067
50,2022-01-01,networking-lib,API,Java,Networking,AGPL-3.0,Red Hat,Maven Central,396,2160,277,49,40,156,3,2,3891,0.000,0.047,19,0,1,0,0.812,0.102,1.000,0.600,0.988,1.001,0.840,1.000,1.000,633,901,765,0.598,1.277,1,0,0,0.000,0.000,0.038
50,2022-02-01,networking-lib,API,Java,Networking,AGPL-3.0,Red Hat,Maven Central,404,2280,271,49,38,157,2,1,3891,0.020,0.018,14,0,1,0,0.809,0.103,1.000,0.600,0.986,1.011,0.898,1.073,1.000,649,904,827,0.609,1.241,1,0,0,0.000,0.051,0.039
50,2022-03-01,networking-lib,API,Java,Networking,AGPL-3.0,Red Hat,Maven Central,472,2452,274,49,33,114,8,7,3894,0.080,0.013,39,0,1,0,0.817,0.104,1.000,0.600,0.984,1.007,0.994,1.100,1.000,662,839,964,0.402,0.777,1,424,0,0.000,0.455,0.045
50,2022-04-01,networking-lib,API,Java,Networking,AGPL-3.0,Red Hat,Maven Central,633,2427,243,49,41,153,4,3,3914,0.377,0.016,13,0,1,0,0.840,0.105,1.000,0.600,0.982,1.018,0.983,1.073,1.000,901,616,1073,0.425,-0.026,0,503,0,0.000,0.952,0.060
50,2022-05-01,networking-lib,API,Java,Networking,AGPL-3.0,Red Hat,Maven Central,649,2403,300,49,43,160,4,3,3939,0.082,0.051,9,0,1,0,0.860,0.106,1.000,0.600,0.980,0.984,0.998,1.000,1.000,904,588,1191,0.393,-0.094,0,585,0,0.000,0.075,0.061
